0.00 3.855
0.50 3.845
1.00 3.84
1.50 3.84
2.00 3.84
2.50 3.75
3.00 3.73
3.50 3.72
4.00 3.72
4.50 3.72
5.00 3.71
5.50 3.71
6.00 3.675
7.00 3.675
8.00 3.66
10.00 3.66
